,latitude,longitude,State,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
78624,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
78960,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
79325,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
79690,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
80055,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
80421,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
80786,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
81151,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
81516,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
81882,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
82247,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
82612,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
82977,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
83343,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
83708,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
84073,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
84438,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
84804,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
85169,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
85534,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
85899,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
86265,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
86630,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
86995,27.732864379882812,-81.70785522460938,Florida,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
87360,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
87696,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
88061,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
88426,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
88791,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
89157,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
89522,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
89887,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
90252,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
90618,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
90983,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
91348,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
91713,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
92079,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
92444,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
92809,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
93174,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
93540,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
93905,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
94270,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
94635,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
95001,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
95366,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
95731,33.07556915283203,-83.69778442382812,Georgia,South,South Atlantic,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
96096,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
96432,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
96797,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
97162,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
97527,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
97893,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
98258,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
98623,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
98988,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
99354,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
99719,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
100084,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
100449,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
100815,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
101180,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
101545,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
101910,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
102276,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
102641,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
103006,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
103371,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
103737,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
104102,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
104467,21.124778747558594,-157.5,Hawaii,West,Pacific,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
104832,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
105168,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
105533,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
105898,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
106263,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
106629,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
106994,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
107359,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
107724,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
108090,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
108455,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
108820,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
109185,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
109551,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
109916,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
110281,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
110646,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
111012,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
111377,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
111742,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
112107,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
112473,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
112838,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
113203,44.253074645996094,-114.32061767578125,Idaho,West,Mountain,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
113568,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
113904,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
114269,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
114634,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
114999,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
115365,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
115730,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
116095,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
116460,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
116826,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
117191,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
117556,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
117921,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
118287,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
118652,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
119017,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
119382,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
119748,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
120113,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
120478,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
120843,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
121209,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
121574,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
121939,40.316341400146484,-88.98733520507812,Illinois,Midwest,East North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
122304,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
122640,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
123005,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
123370,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
123735,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
124101,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
124466,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
124831,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
125196,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
125562,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
125927,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
126292,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
126657,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
127023,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
127388,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
127753,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
128118,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
128484,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
128849,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
129214,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
129579,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
129945,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
130310,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
130675,39.82425308227539,-86.23953247070312,Indiana,Midwest,East North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
131040,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
131376,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
131741,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
132106,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
132471,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
132837,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
133202,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
133567,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
133932,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
134298,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
134663,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
135028,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
135393,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
135759,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
136124,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
136489,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
136854,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
137220,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
137585,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
137950,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
138315,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
138681,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
139046,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
139411,42.00351333618164,-93.27511596679688,Iowa,Midwest,West North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
139776,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
140112,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
140477,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
140842,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
141207,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
141573,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
141938,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
142303,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
142668,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
143034,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
143399,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
143764,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
144129,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
144495,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
144860,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
145225,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
145590,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
145956,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
146321,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
146686,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
147051,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
147417,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
147782,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
148147,38.55887222290039,-96.72555541992188,Kansas,Midwest,West North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
148512,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
148848,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
149213,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
149578,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
149943,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
150309,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
150674,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
151039,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
151404,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
151770,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
152135,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
152500,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
152865,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
153231,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
153596,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
153961,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
154326,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
154692,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
155057,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
155422,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
155787,37.644989013671875,-84.71295166015625,Kentucky,South,East South Central,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
